INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('75611136878', 'False', 'Gabriel Assunção-Miranda', '602287761', 'R. Sara Miranda, 89, 3026-272 Tomar', '2023-08-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('04628776597', 'False', 'Carlos Amorim', '720719646', 'Rua Samuel Brito, 19, 9839-263 Estarreja', '1989-10-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('51729566904', 'False', 'Rafaela-Letícia Cardoso', '404345053', 'Avenida Marques, 624, 1688-164 Ílhavo', '1972-03-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34528389759', 'False', 'Samuel Neves', '894634344', 'Largo Ribeirinhos, 16, 1958-745 São Salvador de Lordelo', '2009-08-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('23783271989', 'False', 'Fábio da Silva', '361928541', 'Praça Sousa, 59, 2600-749 Valongo', '1969-03-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('68490840513', 'False', 'Núria do Lima', '058441293', 'Av de Pinto, 69, 5611-665 Costa da Caparica', '1945-08-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('50987366569', 'False', 'Carlos Mota', '976065265', 'Av Monteiro, 68, 8404-372 Espinho', '1983-07-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('72344795618', 'False', 'Jorge Matias', '835342711', 'Avenida de Teixeira, 25, 6942-283 Viana do Castelo', '1966-05-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('37935501088', 'False', 'Sebastião Moura', '420854311', 'Avenida de Esteves, 865, 3703-341 Felgueiras', '1985-08-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('37434738341', 'False', 'André Matos', '473682390', 'Rua Violeta Carneiro, 71, 0264-035 Trancoso', '1971-04-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('54180401653', 'False', 'Clara Matias', '925276734', 'Largo Frederico Jesus, S/N, 3155-979 Santana', '2007-01-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('71514317590', 'False', 'Carlota Coelho', '885470195', 'Alameda Ricardo Amaral, 7, 1941-931 Freamunde', '2022-12-22');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('99047055140', 'False', 'António Melo', '225961793', 'Av do Barcal, 245, 9265-708 Setúbal', '1998-11-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('87654669756', 'False', 'Álvaro Azevedo', '544561275', 'Praça da Arrábida, 576, 1191-953 Lamego', '1967-08-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('58465617732', 'False', 'Hugo Antunes', '291891082', 'Alameda de Marques, 7, 4641-160 Loulé', '2008-12-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('71215792456', 'False', 'Helena Mota', '145622755', 'Praça de Ribeiro, 44, 0376-215 Castelo Branco', '2011-08-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61692911486', 'False', 'Rodrigo Garcia', '070349842', 'Largo Igor Cardoso, 85, 1892-256 Loures', '1955-01-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('16473714489', 'False', 'Nelson Marques', '584774768', 'R. de Pinheiro, 95, 8627-662 Caldas da Rainha', '1967-11-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('58894204539', 'False', 'Alícia de Garcia', '557409761', 'Rua dos Jacarandás, 52, 1559-781 Sines', '1927-05-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34003427145', 'False', 'António Morais', '017448881', 'Largo Jesus, 32, 1172-430 Peso da Régua', '2004-06-07');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('12542817062', 'False', 'Emma Fonseca', '045014266', 'Praça Valente, 2, 1668-645 Costa da Caparica', '1925-05-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('11365333551', 'False', 'William Almeida', '199493398', 'R. de Antunes, 28, 1646-500 Ponte de Sor', '1928-05-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('19307788774', 'False', 'Rita Oliveira', '263621656', 'R. Erica Maia, 78, 1145-339 Santo Tirso', '1928-04-14');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('26159941447', 'False', 'Filipa Amorim', '092607783', 'Av de Nunes, S/N, 5135-594 Santa Maria da Feira', '1961-04-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('26665107261', 'False', 'Juliana de Fernandes', '724065462', 'Largo de Cruz, 639, 1693-210 Setúbal', '1940-10-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('76680860418', 'False', 'Bianca Pacheco', '347953066', 'Praça Sabugosa, 398, 9916-331 Loures', '1953-06-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('83282577639', 'False', 'Jorge Faria', '113741243', 'Avenida Gonçalves, 4, 9974-732 Beja', '1967-05-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('10289964736', 'False', 'Lúcia Reis', '785883021', 'Avenida Nascimento, S/N, 9184-457 Viana do Castelo', '1959-01-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('01025128379', 'False', 'Yasmin da Pinto', '178184928', 'R. Artur Gaspar, 4, 4116-334 Vila Nova de Gaia', '1992-11-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('40708493794', 'False', 'Júlia Cunha', '096059091', 'Av de Ramos, 75, 9954-425 Cantanhede', '1977-11-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34414089850', 'False', 'Helena Nascimento', '252452639', 'Praça Tavares, 81, 5446-817 Mirandela', '1985-03-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('00629489176', 'False', 'Amélia Amorim', '427017517', 'Travessa de Loureiro, 26, 1407-013 Odivelas', '1925-01-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('74982176051', 'False', 'Lisandro Araújo', '342153809', 'Largo Isabel Freitas, 954, 8990-856 Maia', '2024-05-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34028358143', 'False', 'Fernando Costa-Sá', '917730062', 'Av de João do Carmo, 14, 3227-354 Pombal', '2015-02-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('89085032130', 'False', 'Inês Mendes', '635353748', 'Alameda Carneiro, 2, 0682-117 Covilhã', '2002-10-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('69950783709', 'False', 'Luciana Pinto', '521230626', 'Largo de Morais, S/N, 4456-232 Alcácer do Sal', '1952-06-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('90543715121', 'False', 'Alice Teixeira', '230519726', 'Av Jesus, 62, 9519-785 Agualva-Cacém', '2007-01-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('56393584526', 'False', 'Fabiana de Anjos', '561724033', 'Rua de Barbosa, 46, 5314-519 Agualva-Cacém', '2016-06-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('19644169320', 'False', 'Carlos Teixeira', '646914443', 'Largo Gonçalves, 53, 3992-283 Gandra', '1926-08-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('52468022627', 'False', 'Jorge Moura', '926101390', 'Largo Nascimento, 51, 0930-429 Bragança', '1931-10-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('25551142983', 'False', 'João Rocha', '689889723', 'Praça Sousa, 47, 2273-924 Sintra', '1924-11-30');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('29419214514', 'False', 'Kévim Monteiro', '323439427', 'Largo das Virtudes, 11, 7123-802 Porto Santo', '2020-04-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('52061037429', 'False', 'José Macedo', '449126553', 'Av Ângela Araújo, 2, 3718-374 Amadora', '1963-11-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('31755479718', 'False', 'Érica-Leonor Maia', '723830121', 'Av do Monte da Pena, 80, 9648-849 Gondomar', '1964-07-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('11682565299', 'False', 'Valentina Marques', '498227096', 'Av Norte do Bairro da Encarnação, 56, 1314-785 Penafiel', '1938-10-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('52054917806', 'False', 'Iara-Lia Paiva', '318159314', 'R. de Tavares, 2, 5685-180 Horta', '2007-03-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('14685422797', 'False', 'Marcos Garcia-Almeida', '579138791', 'Av Mara Gomes, 736, 2305-214 Gafanha da Nazaré', '2016-09-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('64599177234', 'False', 'Gonçalo Vieira', '132764462', 'Rua de Henriques, 48, 0928-234 Peso da Régua', '1973-03-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('62325978161', 'False', 'Rodrigo Melo', '211739430', 'Av de Fernandes, S/N, 0779-810 Estremoz', '1982-07-06');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('37591815622', 'False', 'Iara de Nunes', '442104007', 'Avenida de Teixeira, S/N, 6498-316 Póvoa de Santa Iria', '1950-07-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('47763430518', 'False', 'Marcos Jesus-Silva', '781088766', 'Av do Paço, 46, 8030-724 Funchal', '2010-12-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('07084250211', 'False', 'Daniel Miranda', '757051624', 'Largo Clara Leite, 82, 1165-664 Sines', '2005-06-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('16278411559', 'False', 'Leandro Macedo', '180882478', 'Avenida de Neves, 33, 4667-092 Paredes', '1970-09-30');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('37400447052', 'False', 'Vitória Henriques', '135564780', 'Largo Oliveira, S/N, 3826-260 Montemor-o-Novo', '2013-08-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('15425162202', 'False', 'David Vieira', '012564728', 'Travessa Henrique Machado, 459, 0595-286 Peso da Régua', '1945-01-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34020104166', 'False', 'António Almeida-Torres', '545250032', 'Alameda Soares, S/N, 8267-562 Tavira', '2012-03-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('70895142308', 'False', 'Matias Sá', '872007410', 'Rua Goelas de Pau, 656, 9724-799 Bragança', '2016-08-14');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('59797040655', 'False', 'Diana Esteves', '349628569', 'Praça de Baptista, 81, 8850-382 Lisboa', '1924-03-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('25514085442', 'False', 'Raquel-Soraia Neto', '978020388', 'Praça Emanuel Moura, 45, 4230-871 Torres Novas', '2005-02-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('04142290472', 'False', 'Camila Nascimento', '030222379', 'R. Vasco Sousa, S/N, 8648-691 Lisboa', '1940-12-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('00188627429', 'False', 'Santiago do Miranda', '251446752', 'Alameda de Machado, 97, 0147-367 Vila Nova de Gaia', '1950-02-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('07941044127', 'False', 'Adriana Neto', '649432877', 'Avenida da Música, 77, 8178-696 Guarda', '1955-04-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('04871298880', 'False', 'Jéssica Miranda', '339377414', 'R. Teixeira, 418, 8811-024 Ponta Delgada', '1964-04-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('81565605453', 'False', 'Victória Matos', '010148757', 'Largo Ribeiro, S/N, 7339-777 Ribeira Grande', '1931-04-30');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('29146135464', 'False', 'Valentina de Azevedo', '658304304', 'Largo da Circunvalação, 41, 9857-433 São Mamede de Infesta', '1983-08-01');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('79093616653', 'False', 'Valentim Pinheiro', '154471567', 'Travessa da Aldeia, 24, 3364-485 Montijo', '1992-03-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('21919608995', 'False', 'Edgar Moura', '876938023', 'Largo João Antunes, 30, 8738-746 Ponta Delgada', '2022-08-20');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('58612289101', 'False', 'Adriana Neto', '722742036', 'Praça da Música, 94, 7926-086 Horta', '1932-11-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('76980353889', 'False', 'Leonor Mota', '029068823', 'Avenida de Santos, S/N, 5213-166 Silves', '1982-11-13');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('02861756297', 'False', 'Xavier do Alves', '860136198', 'Rua Castro, 48, 1546-258 Guarda', '1949-02-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('78977312555', 'False', 'Gustavo Simões', '694192235', 'Rua de Jesus, 67, 3407-378 Lamego', '1989-04-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('95846831722', 'False', 'Filipa-Camila Sá', '537520288', 'Praça 9 de Abril, 19, 5558-038 Cantanhede', '1988-02-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('17398097149', 'False', 'Andreia-Mia Magalhães', '539425995', 'R. do Carvão, 85, 2305-767 Vila Nova de Gaia', '1974-05-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('95010668576', 'False', 'Camila Martins-Cruz', '931124812', 'Travessa Escuro, 68, 0736-658 Lamego', '2018-02-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('04008207897', 'False', 'Bárbara Almeida', '672426160', 'Rua Antunes, 791, 5419-247 Estremoz', '1959-11-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('24372176000', 'False', 'Ema Almeida', '383988855', 'Praça de Santos, 997, 1607-753 Torres Vedras', '1969-09-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('17061046758', 'False', 'Tomás Torres', '417735577', 'R. do Prof. Hernâni Monteiro, 72, 0944-396 Viana do Castelo', '1950-07-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('63619884465', 'False', 'Núria Soares', '452626653', 'Praça de Teixeira, 67, 9122-834 Gouveia', '1965-08-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('73493903185', 'False', 'Pedro Fernandes', '018617507', 'Av do Cais das Pedras, 7, 8493-881 Quarteira', '1932-10-12');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('35470871788', 'False', 'Lucas Coelho', '110284544', 'R. Lorena Cunha, 81, 5948-277 Amadora', '1924-09-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('33840168364', 'False', 'Daniel Carvalho', '266545568', 'Rua das Mimosas, 26, 2539-339 Vila Franca de Xira', '1992-05-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('50171926128', 'False', 'Eduarda-Joana Teixeira', '974904285', 'Alameda Gil Lima, 76, 1764-694 Anadia', '1965-11-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('09531260700', 'False', 'Catarina Gaspar', '102180510', 'Travessa de Alves, 79, 1990-749 Angra do Heroísmo', '1934-12-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('89838169112', 'False', 'Vitória Matos', '391304480', 'Largo Neves, S/N, 2406-956 Vila Nova de Gaia', '1933-03-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('29116890689', 'False', 'Rita-Margarida Vicente', '309611658', 'Alameda de Cima, S/N, 8833-435 Costa da Caparica', '1932-11-07');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('10342399186', 'False', 'Victória Assunção', '434108439', 'Travessa Camila Magalhães, 16, 6917-685 Paços de Ferreira', '1999-12-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('76224185479', 'False', 'Maria Pacheco', '000389328', 'Largo Wilson Jesus, S/N, 4142-494 Sines', '1972-04-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('05756960424', 'False', 'Alícia Pacheco', '518835153', 'Av de Campos, 7, 3666-894 Marinha Grande', '1967-10-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61945764084', 'False', 'Denis Ferreira-Vieira', '490749532', 'Travessa Fernando Domingues, 82, 5912-927 Sacavém', '1927-07-08');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('58989845730', 'False', 'Diana de Domingues', '135543140', 'Av de Matias, 2, 0525-859 Entroncamento', '1959-07-29');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('13234156389', 'False', 'Benedita Lourenço-Faria', '520070958', 'Largo de Ramos, S/N, 5319-941 Sabugal', '2023-05-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('82837225882', 'False', 'Ricardo Reis', '497109126', 'Avenida Barbosa, 12, 3050-688 Sacavém', '1972-02-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('61800861869', 'False', 'Renata-Lia Morais', '037677814', 'Av Amaral, 75, 9458-348 Seixal', '1982-10-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('98295934679', 'False', 'Guilherme Anjos', '309680523', 'Travessa Matos, 108, 8794-285 Portimão', '2007-10-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('33824534304', 'False', 'André Pinto-Carneiro', '790759818', 'Rua Leonor Gaspar, 3, 9323-259 Ourém', '1930-06-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('74919061349', 'False', 'Bryan Loureiro-Correia', '158218838', 'Largo de Santos, S/N, 9149-752 Peniche', '2011-12-19');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('97112801786', 'False', 'Mateus Cruz', '384656937', 'Travessa Mafalda Campos, 41, 9868-914 Anadia', '1995-04-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('22558958066', 'False', 'Ângelo da Amaral', '545290843', 'Avenida Henriques, 130, 3531-146 Quarteira', '1983-06-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('89497148481', 'False', 'Camila Branco-Oliveira', '056362741', 'Rua das Galeotas ao Parque das Nações, 9, 1020-954 Bragança', '2005-07-12');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('31725412880', 'False', 'Larissa Magalhães', '950382261', 'R. Padre Álvaro Proença, 79, 2643-194 Oliveira do Bairro', '1991-10-03');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('65668533997', 'False', 'Enzo Rodrigues', '720112665', 'Praça Constança Coelho, 9, 4773-115 Coimbra', '1950-07-21');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('38790140579', 'False', 'Beatriz Marques', '123272806', 'Praça de Loureiro, 55, 1096-784 Guimarães', '1976-10-26');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('69529782441', 'False', 'Dinis Costa', '600137246', 'Avenida Gonçalves, S/N, 5079-927 Cantanhede', '2022-06-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('35919653356', 'False', 'Júlia Pinto', '310614187', 'Rua Vasco Vieira, 4, 4366-136 São Salvador de Lordelo', '2005-10-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('30522063704', 'False', 'Bernardo Neves', '421582865', 'Largo do Carrasco, 90, 9468-029 Gandra', '1968-10-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('77286178669', 'False', 'Mafalda-Renata Loureiro', '405899381', 'Praça Lúcia Faria, 78, 8708-086 Sines', '1948-04-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('44958674169', 'False', 'Gabriela-Luísa Carneiro', '690882221', 'Av de Pinheiro, 17, 5498-197 Odivelas', '1963-08-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('50365829794', 'False', 'Victória-Emília Soares', '453072612', 'Praça de Nunes, 9, 2450-057 Almeirim', '1996-09-14');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('60325129328', 'False', 'Duarte Machado', '536043607', 'Av de Costa Cabral, 47, 3659-865 Mêda', '1996-05-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('38481013075', 'False', 'Martim Amaral', '775062620', 'Travessa Jaime Vicente, 834, 5942-221 Guimarães', '1979-01-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('45217971279', 'False', 'Laura-Eduarda Guerreiro', '560186941', 'Travessa Matos, 80, 4071-070 Vila Nova de Foz Côa', '1980-03-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('59258607072', 'False', 'Irina Mota', '946011518', 'Av Nádia Anjos, 25, 2161-616 Silves', '1925-01-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('78815189695', 'False', 'Dinis Lima', '283133591', 'Praça Borges, 62, 5951-776 Vila Nova de Santo André', '1955-11-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('25251165033', 'False', 'José Baptista', '501640339', 'R. Tomé Ribeiro, 16, 4130-906 Gondomar', '2007-01-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('06311062249', 'False', 'Renato Lima', '516274258', 'Alameda Victória Cardoso, 40, 7970-134 Portimão', '2021-12-05');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('45707680371', 'False', 'Inês Esteves', '671491667', 'Largo de Bonjóia, 3, 9741-016 Marco de Canaveses', '1941-01-11');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('34098057225', 'False', 'Carminho Araújo', '852074285', 'Alameda de Simões, 16, 6020-399 Ovar', '1943-09-04');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('39044622683', 'False', 'Matilde Pereira', '728084314', 'R. de Santo Eugénio, 73, 4269-526 Santana', '1980-10-28');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('00279872172', 'False', 'Érica Pereira', '868002272', 'Avenida das Tágides, 4, 2772-110 Covilhã', '2012-12-27');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('53616056138', 'False', 'Francisca Nogueira', '599661610', 'R. de Matias, 300, 6036-629 Peniche', '1971-06-18');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('86746307290', 'False', 'Larissa Azevedo', '902894671', 'R. de Moura, 84, 1493-693 Penafiel', '2019-02-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('41241984118', 'False', 'Artur Machado', '491285551', 'Av Cláudio Faria, 34, 0145-221 Vila Nova de Santo André', '1939-03-16');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('40935484107', 'False', 'Bruno de Ribeiro', '848751794', 'Rua Alves, 9, 5043-238 Vila Nova de Santo André', '2024-03-31');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('80708402996', 'False', 'Edgar Marques-Valente', '933768090', 'Av Gustavo Leal, 93, 4904-697 Felgueiras', '1948-04-24');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('26525528529', 'False', 'Guilherme Cardoso', '364432348', 'Praça do Brasil (Porto), 8, 2206-688 Penafiel', '1923-07-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('06833373520', 'False', 'Joel Matos', '978393490', 'Avenida de Nunes, 19, 8479-778 Santa Comba Dão', '1998-10-25');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('38633255090', 'False', 'Artur Vaz', '990737675', 'Praça Magalhães, 45, 8545-680 Vila Nova de Gaia', '1990-05-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('76295203445', 'False', 'Jéssica Gomes-Sá', '197570551', 'Av das Fontainhas, 6, 7113-416 Ribeira Grande', '1991-12-10');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('19714264751', 'False', 'Nelson Araújo', '699892725', 'Largo Gonçalves, 88, 0970-685 Esmoriz', '1968-01-17');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('82884921241', 'False', 'Alice Monteiro', '528548637', 'R. de Maia, 10, 8621-845 Guimarães', '1930-05-02');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('17398828898', 'False', 'Afonso Vicente', '649352022', 'Largo D. Carlos I ao Parque das Nações, 73, 8205-716 Quarteira', '1951-02-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('15292468854', 'False', 'Naiara Campos', '357920989', 'Av Rafael Freitas, 1, 9345-241 São Mamede de Infesta', '1985-12-09');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('64971992317', 'False', 'Marcos Assunção', '806468394', 'Travessa Andreia Araújo, 2, 8657-687 Póvoa de Santa Iria', '2014-08-23');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('99197567895', 'False', 'Flor Teixeira', '066910638', 'Avenida Faria, S/N, 6140-631 Penafiel', '1971-07-15');
INSERT INTO paciente (ssn, nif, nome, telefone, morada, data_nasc) VALUES ('19021277893', 'False', 'Denis Mendes', '641760915', 'Alameda de Macedo, 656, 0092-211 Seia', '1943-09-25');
